Math Grade,Physics Grade,Biology Grade,Chemistry Grade,English Grade,History Grade,Economy Grade,Geography Grade,is_sucess,Suggestion Based on Top 4 grades,Suggestion Based on Mean
86,95,52,40,43,93,61,88,1,Historical Analysis of Technological Advances,Microbiology
50,91,62,64,77,98,100,75,1,Historical Preservation and Cultural Heritage,Macroeconomics
100,92,50,89,74,94,91,66,1,History of Chemical Discoveries,Computational Chemistry
93,75,50,65,85,93,98,67,1,Journalism and Media,Energy Economics
68,87,59,72,55,62,75,54,1,Theortical Physics,Cost-benefit Analysis in Chemical Projects
59,68,82,66,62,67,68,45,1,Ecology,Quantum Mechanics
82,47,73,55,40,61,97,50,1,Economic Policy,Anatomy
85,43,66,94,96,80,43,64,1,Signal Processing Engineers,Historiography and Criticism
82,91,53,74,78,100,60,86,1,Emergency management and Disaster,Quantum Mechanics
64,97,74,44,81,76,48,89,1,Astrophysics,Tourism and Hospitality
53,45,98,63,98,74,46,44,1,Journalism,Mathematical Modeling
67,45,74,80,52,62,70,74,1,Economic Policies in the Chemical Sector,Economic History
82,69,70,85,83,80,51,100,1,Data Reporting,Cultural Heritage Preservation
93,40,68,47,73,40,53,57,0,Fail,Fail
97,70,80,91,64,49,79,71,1,Inorganic Chemistry,Signal Processing Engineers
85,93,95,41,69,89,75,95,1,Historical Instrumentation and Experimental Replication,Medical Physics
71,50,64,95,83,54,72,58,1,Chemistry Education and Curriculum Development,Academic Publishing
75,46,92,69,100,55,63,64,1,Journalism,Spatial Dynamics of Chemical Reactions
88,75,83,70,94,77,64,61,1,Anatomy,Mathematical Physics
99,70,95,40,94,44,59,76,1,Data Reporting,Microbiology
52,72,51,45,55,69,88,57,1,Econometrics,History of Science
48,64,88,67,65,88,55,40,1,Ecology,Education
40,58,56,93,100,50,91,58,1,Cost-benefit Analysis in Chemical Projects,International Development
91,59,95,96,72,53,55,87,1,Quantum Chemistry,Mathematics
45,90,55,46,85,76,83,69,1,Public Relations,International Development
99,56,93,56,71,45,44,100,1,Landscape Ecology and Biotic Interactions,Anatomy
53,67,60,67,90,50,55,80,1,Copywriting,Mathematics
52,72,68,55,88,62,53,72,1,Communications,Medicine
98,91,50,100,51,96,50,48,1,History of Chemical Discoveries,Economic History Research
58,92,88,80,62,93,65,55,1,Historical Analysis of Technological Advances,Analytical Chemistry
63,52,94,80,84,57,43,79,1,Public Relations,Archivist
47,50,97,93,91,45,96,42,1,Translation,Biochemistry
79,59,45,81,68,72,69,100,1,Analytical Chemistry,Economics
76,57,75,62,48,46,92,60,1,Economic Policy,Quantitative Analyst
82,43,97,95,99,92,62,80,1,Chemistry Journalism,Conservation of Biodiversity Hotspots
73,60,58,56,53,89,41,89,1,Museum Curator,Emergency management and Disaster
41,69,70,65,74,78,93,70,1,Econometrics,Digital Marketing
84,74,45,65,98,80,67,57,1,Content Creation,Urban Planing and Regional Development
80,88,96,59,53,100,99,64,1,Journalism and Media,Econophysics
57,64,40,97,93,90,86,62,1,International Economics,Geography of Chemical Waste Management
62,43,70,61,56,87,46,45,0,Fail,Fail
90,57,81,70,74,99,98,95,1,Public Finance,Biotechnology
46,77,79,64,61,42,50,59,0,Fail,Fail
71,99,68,95,50,67,62,43,1,Geochemistry,Economics of Chemical Manufacturing
73,96,87,62,95,87,80,77,1,BioMechanics,Emergency management and Disaster
65,69,70,96,78,50,50,67,1,Education,Data Reporting
71,41,77,69,67,81,68,60,1,Museum Curator,Sustainable Economics in Biology Conservation
85,96,71,43,79,95,46,94,1,Museum Curator,Data Analysis
40,95,81,80,79,53,75,40,1,Physiology,Econometrics
91,77,95,84,90,40,100,94,1,Inorganic Chemistry,Computational Biology
99,78,53,61,66,46,46,86,1,Geographic Information Systems,Surveying and Geomatics
90,75,86,86,73,45,74,48,1,Biochemistry,International Economics
45,81,78,82,89,47,70,43,1,Publishing and Editing in Physics,Sustainable Economics in Biology Conservation
76,90,44,52,70,98,91,57,1,Historical Preservation and Cultural Heritage,Science Communication
51,62,46,83,85,42,54,50,0,Fail,Fail
50,44,100,90,72,99,51,87,1,Lab Assistant,Conservation of Biodiversity Hotspots
84,78,79,42,73,63,50,52,1,Operation Resarch,Surveying and Geomatics
83,97,78,45,70,77,82,91,1,Physics Education,Historical Preservation and Cultural Heritage
73,96,77,57,99,56,98,57,1,Experimental Physics,Public Relations
55,77,68,77,94,86,92,99,1,Emergency management and Disaster,Global Financial Markets
89,96,47,64,98,91,43,42,1,Government and Public Services,Quantum Mechanics
76,82,74,78,77,87,73,89,1,Government and Public Services,Organic Chemistry
43,86,43,94,84,82,51,83,1,Tourism and Hospitality,Spatial Dynamics of Chemical Reactions
56,61,59,73,98,95,65,66,1,Museum Curator,Lab Assistant
60,82,69,84,40,89,51,76,1,Theortical Physics,Geochemistry
79,49,97,61,54,72,46,82,1,Biotechnology,Digital Marketing
71,45,63,46,77,89,46,90,1,Archivist,Bioinformatics
68,99,85,43,48,62,78,88,1,Microbiology,Energy Economics
85,89,82,55,71,40,44,79,1,Medical Physics,BioMechanics
46,59,75,87,100,49,68,93,1,Communications,Econophysics
55,64,50,40,82,76,98,54,1,Public Relations,Transportation and Logistics
91,64,60,61,60,61,59,76,1,Operation Resarch,Archivist
63,85,60,62,67,63,72,58,1,Science Journalism,Geographic Information Systems
78,88,43,83,84,72,65,72,1,Chemical Engineering,Technical Writing
66,52,76,94,74,93,71,78,1,Evolution of Chemical Education,Economic History
74,95,45,43,72,49,51,71,1,Science Journalism,Financial Services
44,85,52,40,97,53,71,98,1,Environmental Jouralism,Academic Research
56,93,85,51,85,80,57,49,1,Curriculum Development,Astrophysics
90,73,95,68,66,57,43,79,1,Mathematical Biology,Mathematical Modeling
57,46,85,94,76,45,56,65,1,Pharmacology,Data Scientist
99,90,89,85,84,53,45,97,1,Spatial Dynamics of Chemical Reactions,Chemical Engineering
50,69,54,82,63,97,98,85,1,Archivist,Chemistry Education and Curriculum Development
62,70,64,98,91,48,67,98,1,Analytical Chemistry,Spatial Dynamics of Chemical Reactions
52,53,72,49,43,97,88,69,1,Business and Economic Journalism,Pharmacology
45,88,89,52,98,54,41,70,1,Biomedical Engineering,Academic Research
87,53,83,62,50,53,86,47,1,Computer Science,Atmospheric Chemistry
88,75,71,57,60,91,43,67,1,Journalism and Media,Geography of Chemical Waste Management
95,95,41,79,64,65,48,43,1,Mathematical Physics,Financial Services
94,72,93,53,67,58,46,99,1,Ecology,GeoPhysics
74,72,80,64,86,48,49,86,1,Technical Writing,Physiology
80,60,58,91,72,99,64,43,1,Evolution of Chemical Education,Pharmacology
93,49,76,57,78,88,78,76,1,Historical Preservation and Cultural Heritage,Historical Preservation and Cultural Heritage
94,81,68,71,90,71,97,93,1,Economics,Tourism and Hospitality
53,93,50,44,81,47,49,95,1,Geospatial Techoology,Cultural Heritage Preservation
84,66,53,60,43,82,85,42,1,Economic Policy,Evolution of Chemical Education
51,87,56,92,72,76,45,96,1,Physical Chemistry,Conservation of Biodiversity Hotspots
82,69,49,58,40,93,62,84,1,Emergency management and Disaster,Computational Chemistry
88,95,86,44,57,99,68,90,1,Radiology,Science Education and Outreach
100,87,87,97,70,58,57,60,1,Biostatistics,Physics Education
81,89,98,86,49,61,64,43,1,Pharmacology,Computational Chemistry
62,87,44,71,69,87,86,59,1,Energy Economics,Cultural Heritage Preservation
71,40,67,86,42,89,57,55,1,Historical Preservation and Cultural Heritage,Landscape Ecology and Biotic Interactions
95,93,60,82,82,90,87,55,1,Economic History Research,Science Journalism
96,98,69,77,42,79,44,40,1,Astrophysics,Bioarchaeology
47,82,40,49,97,65,69,75,1,Science Writing,Econophysics
75,66,92,43,93,62,47,62,1,Ecology,Copywriting
80,73,94,91,72,49,50,92,1,Analytical Chemistry,Metorology
98,62,93,70,41,52,67,86,1,Biostatistics,Economics of Biomedical Research and Development
54,84,100,60,95,56,84,40,1,Econometrics,Energy Economics
86,45,47,68,51,98,51,55,1,Actuarial Science,Archival Studies
96,66,64,51,86,76,84,87,1,Mathematics,Econometrics
47,46,77,60,76,95,49,64,1,Museum Curator,Metorology
44,94,91,97,61,56,79,88,1,Tourism and Hospitality,Radiology
78,73,86,59,99,81,42,94,1,Cultural Heritage Preservation,Plantery Science
64,63,97,45,49,76,94,74,1,Biotechnology and Economic Development,Museum Curator
42,52,78,99,79,68,99,70,1,Chemical Market Forecasting and Analysis,History of Science
60,64,42,93,88,89,52,98,1,Lab Assistant,Tourism and Hospitality
56,45,51,89,78,82,85,90,1,Economic History,Data Analysis
85,88,59,86,51,62,85,89,1,Spatial Dynamics of Chemical Reactions,Signal Processing Engineers
91,42,45,57,93,81,98,73,1,Macroeconomics,Signal Processing Engineers
89,68,49,60,49,72,56,60,1,Mathematics,Experimental Physics
69,96,73,44,86,99,78,55,1,Technical Writing in Physics,Econophysics
92,60,45,48,63,83,82,72,1,Data Analysis,Cultural Heritage Management and Preservation
54,46,69,66,86,81,45,82,1,Writing and Editing,Geographic Information Systems
97,73,55,57,66,74,54,79,1,Data Scientist,History of Science
63,85,90,74,52,42,72,85,1,Physics Education,Sustainable Chemistry and Economic Development
66,76,50,91,84,80,51,67,1,Public Relations,Plantery Science
45,64,82,46,58,74,56,49,0,Fail,Fail
54,79,83,57,51,97,46,64,1,Historical Anthropology,Materials Science
98,64,51,91,53,56,65,89,1,Geography of Chemical Waste Management,Inorganic Chemistry
96,71,50,98,41,93,59,50,1,Lab Assistant,Operation Resarch
77,74,93,97,79,57,84,42,1,Microeconomics,Computer Science
96,67,70,83,60,61,87,73,1,Data Analysis,Pharmacology
98,77,83,73,73,97,88,92,1,Financial Services,Signal Processing Engineers
48,45,87,96,89,41,66,53,1,Technical Writing for Chemistry,Quantum Chemistry
69,42,88,67,99,47,99,72,1,English Language Skills for Economic Forecasting,Surveying and Geomatics
81,70,52,51,86,57,75,61,1,Journalism,Environmental Jouralism
74,55,58,76,80,64,80,97,1,Tourism and Hospitality,Data Reporting
99,58,95,59,70,68,48,90,1,Geographical Perspectives on Ecosystem Services,Content Management
42,67,84,51,87,41,86,98,1,Emergency management and Disaster,Econometrics
83,52,85,93,92,40,88,68,1,Technical Writing for Chemistry,Public Finance
95,53,72,51,71,91,63,79,1,Signal Processing Engineers,Financial Services
40,58,78,91,66,94,98,58,1,Economic History,Physics Education
43,42,83,83,52,79,65,41,1,Inorganic Chemistry,Cost-benefit Analysis in Chemical Projects
87,46,63,59,69,63,54,97,1,Tourism and Hospitality,Conservation of Biodiversity Hotspots
54,54,81,41,60,69,41,98,1,Emergency management and Disaster,Editing
46,59,45,71,85,63,81,96,1,English Language Skills for Economic Forecasting,Copywriting
46,47,94,78,80,91,56,51,1,Microbiology,Archival Studies
61,76,67,53,77,42,97,63,1,Macroeconomics,Lab Assistant
44,91,71,74,69,52,68,69,1,Theortical Physics,Science Journalism
83,47,46,74,89,62,85,92,1,Data Analysis,Education
64,51,46,62,56,74,90,40,1,Public Finance,Cost-benefit Analysis in Chemical Projects
89,92,70,63,75,83,62,75,1,Physics Education,Archival Studies
92,96,45,73,70,58,41,98,1,Computer Science,Environmental Jouralism
43,66,62,47,72,51,40,100,1,Emergency management and Disaster,Emergency management and Disaster
60,70,43,92,43,45,91,51,1,Analytical Chemistry,Cultural Heritage Management and Preservation
95,57,72,99,58,95,64,49,1,Lab Assistant,Museum Curator
82,41,50,66,80,67,54,87,1,Operation Resarch,Financial Sector Regulatoins
73,93,88,48,99,67,63,67,1,Publishing,Plantery Science
89,49,54,94,43,100,72,57,1,Historical Preservation and Cultural Heritage,Data Scientist
68,58,50,100,68,83,68,72,1,Historical Preservation and Cultural Heritage,Technical Writing
66,79,73,76,43,49,83,50,1,Public Finance,Anatomy
54,45,88,50,67,61,56,100,1,Ecology,Mathematical Biology
73,78,51,51,67,99,70,98,1,Historical Geography,Academic Research
92,55,53,51,95,40,71,64,1,Data Reporting,Energy Economics
81,66,44,97,65,60,44,44,1,Mathematics,Global Financial Markets
57,83,93,45,89,77,60,93,1,Academic Research,Museum Curator
93,74,81,74,93,89,92,77,1,Actuarial Science,Museum Curator
42,99,80,84,97,95,92,56,1,Translation,Environmental History
42,86,93,58,42,91,66,84,1,Medicine,Microeconomics
57,52,61,60,87,60,80,78,1,Publishing,Inorganic Chemistry
86,72,72,71,58,69,95,55,1,International Economics,Chemical Education
57,88,49,64,55,69,69,47,1,Physics Education,Medical Physics
48,53,62,99,85,60,51,44,1,Journalism,Spatial Dynamics of Chemical Reactions
83,68,83,41,79,97,81,78,1,Financial Sector Regulatoins,Math Journalism
91,92,56,99,92,89,100,55,1,History of Chemical Discoveries,Mathematical Archaeology
88,97,45,48,99,61,72,82,1,Mathematical Modeling,Mathematical Physics
100,87,89,75,83,60,47,44,1,Publishing and Editing in Physics,Operation Resarch
97,78,91,61,61,98,59,55,1,Museum Curator,Medical History
78,82,45,58,83,56,73,48,1,Public Relations,Translation
88,91,86,100,60,63,85,78,1,Computational Biology,Environmental Economics
98,92,76,44,52,93,58,100,1,Physics Education,Academic Research and Teaching
96,93,98,86,85,97,75,61,1,Data Scientist,Public Finance
72,47,80,57,76,66,90,52,1,International Economics,Inorganic Chemistry
83,71,55,61,71,90,61,87,1,Metorology,Quantum Mechanics
85,75,69,41,58,87,86,46,1,Computer Science,Science Journalism
70,84,62,61,80,77,85,41,1,Econophysics,Education
41,77,43,96,76,92,92,69,1,Analytical Chemistry,Archaeology
70,77,78,73,93,72,59,97,1,Publishing,Museum Curation and Interpretation
41,87,68,49,81,42,42,88,1,Content Creation,Financial Sector Regulatoins
56,99,58,100,90,68,92,55,1,Physical Chemistry,Economic Policies in the Chemical Sector
85,52,49,52,58,81,75,56,1,Signal Processing Engineers,Quantum Mechanics
76,75,83,99,63,51,41,97,1,Education,Math Journalism
77,67,70,49,97,46,46,74,1,Education,Plantery Science
99,67,98,65,97,96,81,73,1,Data Analysis,Geographical Perspectives on Ecosystem Services
76,72,88,86,100,78,52,46,1,Organic Chemistry,Historical Preservation and Cultural Heritage
85,51,89,90,45,69,80,78,1,Anatomy,Sustainable Economics in Biology Conservation
42,65,98,84,57,44,44,57,1,Pharmacology,Historical Fiction Writing
70,53,79,89,49,93,57,86,1,Transportation and Logistics,Actuarial Science
83,75,73,90,54,67,55,75,1,Data Analysis,Molecular Biology
52,59,80,45,75,53,57,58,0,Fail,Fail
58,47,90,62,75,81,86,98,1,Biotechnology,Environmental Economics
79,61,97,46,57,42,56,89,1,Tourism and Hospitality,Materials Science
49,61,67,52,97,49,64,41,1,Communications,Ecology
85,82,49,51,54,48,61,51,1,Signal Processing Engineers,Publishing and Editing in Physics
76,84,40,80,58,96,52,53,1,Science Education and Outreach,Atmospheric Chemistry
99,60,61,48,60,65,51,44,1,Mathematics,Econometrics
68,54,85,95,79,73,76,67,1,Microbiology,Sustainable Economics in Biology Conservation
81,85,84,49,72,40,94,99,1,Biophysics,Epidemiology
71,98,98,62,87,65,88,74,1,Macroeconomics,Microeconomics
88,89,40,85,64,65,81,73,1,Cost-benefit Analysis in Chemical Projects,Science Journalism
51,52,75,70,67,45,50,54,0,Fail,Fail
83,50,90,95,81,42,54,42,1,Data Reporting,Editing
73,82,44,53,79,43,72,64,1,Astrophysics,Publishing and Editing in Physics
43,96,68,70,57,76,53,72,1,Physics Education,Archaeology
66,68,92,64,59,62,45,75,1,Medicine,Government and Public Services
47,45,63,66,42,82,57,95,1,Museum Curator,Cartography
76,80,98,78,71,83,77,91,1,Landscape Ecology and Biotic Interactions,Economic Policy
76,96,52,84,90,72,71,76,1,Technical Writing for Chemistry,Actuarial Science
100,74,99,82,99,59,40,48,1,Data Analysis,Science Education and Outreach
47,83,59,57,68,45,43,52,0,Fail,Fail
70,74,60,49,60,82,44,40,0,Fail,Fail
73,96,84,76,85,94,100,67,1,Medical Physics,Content Creation
64,92,40,80,79,94,82,50,1,Experimental Physics,Chemistry Journalism
67,77,79,67,64,83,86,66,1,Microeconomics,Medical Physics
88,90,84,97,41,47,87,82,1,Cartography,Cartography
84,82,65,59,88,49,54,60,1,Physics Education,Travel Writing and Guidebook Publishing
63,75,72,72,67,59,90,98,1,Urban Planing and Regional Development,Quantum Mechanics
68,99,77,84,95,71,82,50,1,Econometrics,Biostatistics
82,43,92,59,75,81,43,70,1,Biostatistics,Cultural Heritage Preservation
83,81,59,59,60,76,82,91,1,Mathematical Modeling,Theortical Physics
100,93,60,64,84,74,81,89,1,Operation Resarch,Metorology
40,100,79,62,100,79,81,56,1,Curriculum Development,Anatomy
50,51,90,96,43,43,68,72,1,Pharmacology,Medicine
81,51,61,69,54,62,59,71,1,Operation Resarch,Chemistry and Scientific Revolution
53,67,84,94,46,95,46,91,1,Medicine,Historical Preservation and Cultural Heritage
76,87,97,82,92,75,89,96,1,Chemical Engineering,Anatomy
85,46,95,61,71,68,47,89,1,Landscape Ecology and Biotic Interactions,Chemistry Education and Curriculum Development
79,49,99,95,73,86,92,67,1,Analytical Chemistry,Global Financial Markets
53,59,76,42,89,78,48,70,1,Technical Writing,Microbiology
49,100,49,50,62,75,60,62,1,Astrophysics,Computational Chemistry
69,95,99,73,64,55,82,57,1,Microbiology,Lab Assistant
95,98,69,54,100,48,84,41,1,Technical Writing in Physics,Lab Assistant
65,85,56,86,78,68,97,95,1,Spatial Dynamics of Chemical Reactions,Financial Services
75,77,80,63,57,75,61,74,1,Education,Environmental History
99,95,79,82,78,76,59,69,1,Mathematical Modeling,Medicine
41,55,83,70,83,65,58,70,1,Writing and Editing,Ecology
58,43,67,86,78,90,63,89,1,Geography of Chemical Waste Management,Sustainable Economics in Biology Conservation
69,66,78,85,92,69,97,54,1,Microeconomics,Atmospheric Chemistry
55,87,58,88,42,58,46,76,1,Materials Science,Biophysics
81,69,92,72,96,51,78,64,1,Public Relations,English Language Skills for Economic Forecasting
83,78,56,43,73,87,96,88,1,Environmental Economics,Risk Manager
93,57,100,88,92,55,68,41,1,Digital Marketing,Biochemistry
53,71,99,80,96,85,94,80,1,Bioarchaeology,Historical Anthropology
74,98,97,45,87,82,42,98,1,Environmental Jouralism,GeoPhysics
91,47,88,95,97,72,82,46,1,Epidemiology,Cultural Heritage Preservation
93,73,46,67,49,51,62,91,1,Metorology,Philosophy of Physics
95,44,95,91,51,42,81,84,1,Biostatistics,Urban Planing and Regional Development
87,82,81,94,51,49,69,42,1,Pharmacology,Physical Chemistry
76,64,78,73,90,50,73,75,1,Publishing,Econometrics
91,87,96,79,64,51,43,48,1,Epidemiology,Organic Chemistry
43,58,94,47,81,54,50,61,1,Copywriting,Copywriting
90,42,84,100,83,43,84,58,1,Financial Services,Environmental Economics
76,51,49,77,97,43,93,45,1,Public Finance,Technical Writing
80,99,75,40,60,71,93,77,1,Econometrics,Microeconomics
96,92,65,45,94,97,59,72,1,Science Journalism,Data Scientist
85,88,47,93,99,62,44,56,1,Writing and Editing,Science Journalism
79,49,63,96,44,77,72,41,1,Education,Actuarial Science
64,73,70,75,40,55,81,74,1,International Economics,Medical History
59,78,70,42,52,79,61,46,1,Biotechnology and Economic Development,Energy Economics
100,91,91,75,50,72,98,94,1,Astrophysics,Analytical Chemistry
66,43,100,54,65,47,55,72,1,Anatomy,Biotechnology
82,58,98,94,85,48,78,84,1,Ecology,Operation Resarch
68,67,62,74,77,74,59,43,1,Physics Education,Quantum Mechanics
69,58,94,52,43,71,61,75,1,Anatomy,Geographic Information Systems
56,87,87,83,60,100,50,99,1,History of Chemical Discoveries,Molecular Biology
92,83,58,78,81,47,50,85,1,Surveying and Geomatics,Plantery Science
57,95,99,52,99,75,88,50,1,Energy Economics,Science Communication and Writing
81,87,98,98,93,72,96,94,1,Signal Processing Engineers,Chemistry Education and Curriculum Development
55,90,87,58,98,49,95,45,1,Medicine,Microeconomics
60,84,41,48,45,74,96,89,1,Physics Education,Physics Education
87,69,64,94,63,50,92,47,1,Macroeconomics,English Language Skills for Economic Forecasting
97,95,67,69,63,73,58,55,1,Astrophysics,Museum Curator
64,77,71,46,55,44,87,62,1,International Economics,Medicine
73,91,83,76,44,61,93,65,1,Experimental Physics,Historical Anthropology
82,68,78,83,46,84,49,49,1,Inorganic Chemistry,History of Science
83,67,79,70,55,54,75,66,1,Data Analysis,Sustainable Economics in Biology Conservation
69,45,54,96,52,78,91,63,1,Inorganic Chemistry,Historical Anthropology
89,59,78,49,68,58,64,78,1,Signal Processing Engineers,Economic Policy Analysis
44,52,56,73,81,43,76,42,0,Fail,Fail
43,92,53,81,62,56,62,69,1,Atmospheric Chemistry,Technical Writing for Chemistry
63,82,74,62,92,78,86,88,1,Theortical Physics,Editing
61,42,82,50,86,57,66,72,1,Public Relations,Emergency management and Disaster
93,97,81,64,88,65,78,80,1,Data Scientist,Economic Policy
79,94,70,83,43,93,41,72,1,Analytical Chemistry,Cultural Heritage Management and Preservation
67,93,44,50,95,89,92,62,1,Translation,Philosophy of Physics
70,88,66,42,86,97,49,75,1,Digital Humanities,Historical Analysis of Technological Advances
42,78,86,90,89,50,66,63,1,Microbiology,Geography of Chemical Waste Management
80,41,50,76,74,71,46,42,1,Digital Humanities,History of Science
99,48,48,79,71,43,61,73,1,Data Scientist,Inorganic Chemistry
79,70,91,67,41,78,51,84,1,Anatomy,Geographic Information Systems
53,67,86,68,52,81,53,68,1,Medical History,Chemistry and Scientific Revolution
68,73,48,91,74,100,87,72,1,Economics of Chemical Manufacturing,Geochemistry
74,63,43,63,65,90,66,89,1,Archaeology,Environmental Jouralism
43,84,85,76,71,95,51,96,1,Government and Public Services,BioMechanics
67,45,79,65,83,46,52,71,1,Copywriting,Writing and Editing
60,89,51,69,99,71,67,75,1,Science Writing,Experimental Physics
69,69,93,49,100,85,62,41,1,Historical Education and Outreach,Museum Curator
42,77,40,96,80,92,46,92,1,Spatial Dynamics of Chemical Reactions,History of Chemical Discoveries
47,45,79,50,65,46,69,51,0,Fail,Fail
80,78,57,77,60,77,71,84,1,Tourism and Hospitality,Urban Planing and Regional Development
62,54,54,41,97,84,84,52,1,English Language Skills for Economic Forecasting,Quantitative Analyst
46,42,57,44,61,43,71,89,0,Fail,Fail
81,42,92,95,47,69,87,69,1,Economics of Biomedical Research and Development,Bioinformatics
45,65,90,84,46,48,47,48,0,Fail,Fail
72,50,81,41,65,64,40,50,0,Fail,Fail
69,56,52,89,59,64,82,42,1,Chemistry and Resource Economics,Sustainable Economics in Biology Conservation
90,76,57,68,73,73,44,97,1,Emergency management and Disaster,Technical Writing for Chemistry
97,56,86,63,89,48,68,81,1,Landscape Ecology and Biotic Interactions,Chemical Market Forecasting and Analysis
43,67,74,82,48,92,56,47,1,Lab Assistant,Energy Economics
76,50,67,92,47,88,47,95,1,Tourism and Hospitality,Mathematical Physics
57,49,98,45,45,63,67,84,1,Landscape Ecology and Biotic Interactions,Digital Humanities
61,63,54,65,89,45,91,74,1,Macroeconomics,Physics Education
70,44,55,94,93,53,58,100,1,Chemistry Education and Curriculum Development,Technical Writing
62,72,41,65,61,42,86,74,1,Microeconomics,Materials Science
71,42,79,73,74,58,68,45,1,Sustainable Economics in Biology Conservation,Economics
56,79,48,68,60,57,75,95,1,Transportation and Logistics,Copywriting
87,95,46,82,46,78,97,50,1,Quantum Mechanics,Risk Manager
44,77,84,45,81,59,84,58,1,Microeconomics,Ecology
46,55,44,53,51,73,74,59,0,Fail,Fail
58,73,97,98,72,98,87,86,1,Economic Policy,Biotechnology and Economic Development
42,82,49,55,41,80,77,53,0,Fail,Fail
63,93,61,48,61,77,68,74,1,Astrophysics,Cultural Heritage Management and Preservation
51,45,85,98,90,58,47,92,1,Biotechnology,Journalism and Media
48,77,98,63,66,89,98,49,1,Journalism and Media,Econometrics
91,51,99,96,67,83,88,75,1,Data Analysis,Landscape Ecology and Biotic Interactions
64,77,94,71,42,58,48,72,1,Biotechnology,Ecology
48,44,46,72,61,47,82,97,1,Transportation and Logistics,Organic Chemistry
81,71,73,79,78,73,72,68,1,Data Scientist,Analytical Chemistry
75,76,60,84,96,54,44,46,1,Publishing,Astrophysics
79,75,47,93,42,72,61,62,1,Education,Science Journalism
57,96,58,53,43,95,48,89,1,Archaeology,Geospatial Techoology
95,65,80,64,93,54,82,40,1,Math Journalism,Chemical Engineering
99,85,74,52,59,66,66,77,1,Mathematical Modeling,Physics Education
90,84,90,83,80,64,56,67,1,Biophysics,Data Reporting
80,94,77,97,94,43,41,82,1,Science Communication,Travel Writing and Guidebook Publishing
89,44,44,60,50,43,83,78,1,Economics,Pharmacology
91,42,86,46,66,89,95,46,1,Epidemiology,Bioarchaeology
51,44,55,89,80,41,66,94,1,Spatial Dynamics of Chemical Reactions,Analytical Chemistry
91,51,65,81,69,93,73,94,1,Government and Public Services,Spatial Dynamics of Chemical Reactions
93,55,83,98,54,77,71,83,1,Pharmacology,Geography of Chemical Waste Management
82,87,89,98,53,95,53,57,1,Mathematical Modeling,Government and Public Services
67,82,68,80,94,68,76,47,1,Astrophysics,Economic History Research
94,72,70,97,90,72,51,77,1,Inorganic Chemistry,Theortical Physics
78,62,72,87,86,86,98,87,1,Spatial Dynamics of Chemical Reactions,Emergency management and Disaster
78,89,98,51,62,41,42,46,1,Astrophysics,Quantum Mechanics
44,40,80,61,87,51,73,79,1,Journalism,International Economics
96,52,75,44,91,62,82,80,1,Data Analysis,Economic History
76,68,78,49,51,59,43,69,1,Physiology,Environmental History
55,98,88,52,46,94,56,87,1,Emergency management and Disaster,Geospatial Techoology
77,77,40,80,82,52,89,60,1,Global Financial Markets,Economics of Chemical Manufacturing
44,75,44,80,49,81,91,85,1,Transportation and Logistics,Emergency management and Disaster
42,60,40,70,100,61,71,72,1,Technical Writing,Publishing and Editing in Physics
45,67,45,60,40,77,54,79,0,Fail,Fail
41,83,66,40,61,52,66,65,0,Fail,Fail
83,77,63,43,69,49,42,97,1,Surveying and Geomatics,Editing
61,78,44,42,69,94,74,69,1,Journalism and Media,Global Financial Markets
62,79,56,86,76,55,64,59,1,Inorganic Chemistry,Risk Manager
59,53,56,46,95,94,57,73,1,Education,Geographic Information Systems
91,54,68,52,57,56,65,70,1,Mathematics,Operation Resarch
74,88,54,64,92,54,82,87,1,Technical Writing,Econometrics
78,89,56,60,92,91,59,58,1,Science Editing,Technical Writing
58,78,72,83,51,77,81,74,1,Organic Chemistry,Chemical Market Forecasting and Analysis
80,70,40,64,58,82,73,85,1,Museum Curator,Quantitative Analyst
82,86,57,50,88,66,66,49,1,Science Journalism,Data Reporting
83,79,78,41,84,79,88,91,1,Mathematics,Astrophysics
97,70,95,96,52,85,56,97,1,Computational Chemistry,Biochemistry
91,80,89,80,69,66,54,77,1,Medicine,Chemical Engineering
42,52,92,70,61,83,77,44,1,Anatomy,Physiology
57,66,92,74,79,89,61,77,1,Historical Preservation and Cultural Heritage,Publishing
85,46,43,79,88,84,89,100,1,Government and Public Services,Signal Processing Engineers
78,48,55,92,97,94,52,54,1,Chemistry and Scientific Revolution,Financial Sector Regulatoins
52,62,82,58,44,44,84,62,1,Biotechnology and Economic Development,Molecular Biology
40,84,81,78,49,92,42,76,1,History of Physics,Cultural Heritage Preservation
67,91,94,71,84,73,57,72,1,Experimental Physics,Academic Research and Teaching
64,41,77,98,54,67,94,76,1,Econometrics,Historical Research and Writing
52,46,72,100,51,86,57,59,1,Journalism and Media,Chemistry and Resource Economics
46,55,90,93,100,63,43,65,1,Ecology,Science Education and Outreach
43,44,100,46,63,72,53,88,1,Biotechnology,Historical Instrumentation and Experimental Replication
81,50,93,64,56,68,66,95,1,Biostatistics,Travel Writing and Guidebook Publishing
63,43,56,78,78,85,50,80,1,Historical Preservation and Cultural Heritage,Historical Geography
58,76,98,53,42,73,84,52,1,Economic Policy,Microeconomics
53,96,52,71,57,55,84,92,1,Econophysics,GeoPhysics
79,95,43,67,97,62,79,80,1,Translation,Physics Education
